winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,43,74,Espana,Murcia,279,Monastrell,50,30
Pedralonga,Albarino Pedralonga,2020,43,74,Espana,Rias Baixas,150,Albarino,30,30
Contino,Vina del Olivo,2004,43,74,Espana,Rioja,1550,Rioja Tinto,40,30
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,43,73,Espana,Priorato,579,Priorat White,30,40
Vinyes Domenech,Vinyes Velles de Samso,2016,43,73,Espana,Montsant,3693,Montsant Tinto,40,30
Territorio Luthier,Hispania,2015,43,73,Espana,Ribera del Duero,520,Ribera del Duero Tinto,50,30
Abel Mendoza Monge,Malvasia,2017,43,72,Espana,Rioja,315,Rioja Blanco,30,30
Clos Erasmus,Priorat,2006,43,72,Espana,Priorato,65431,Priorat Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva,1985,43,72,Espana,Rioja,750,Rioja Tinto,40,30
Equipo Navazos,La Bota 69 de Amontillado,N.V.,43,72,Espana,Jerez-Xeres-Sherry,11372,Jerez,40,30
Avgvstvs,Antigues Reserves,2000,43,72,Espana,Penedes,2745,Tinto,40,30
Vina Sastre,Regina Vides Ribera del Duero,2018,43,71,Espana,Ribera del Duero,699,Ribera del Duero Tinto,50,30
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,43,71,Espana,Castilla y Leon,405,Verdejo,30,30
Pago Calzadilla,Gran Calzadilla,2009,43,70,Espana,Pago Calzadilla,3995,Tinto,40,30
Vina Pomal,Alto de la Caseta,2008,43,70,Espana,Rioja,5545,Rioja Tinto,40,30
Martinet,Clos Martinet,2002,43,70,Espana,Priorato,17745,Priorat Tinto,40,30
Marti Fabra,Masia Carreras Negre,2019,43,69,Espana,Emporda,1191,Tinto,40,30
Sangenis I Vaque,Clos Monlleo,2007,43,68,Espana,Priorato,5495,Priorat Tinto,40,30
Ferrer Bobet,Priorat,2018,43,68,Espana,Priorato,2588,Priorat Tinto,40,30
Figuero,Milagros de Figuero,2016,43,68,Espana,Ribera del Duero,3485,Ribera del Duero Tinto,50,30
Balandro,Las Botas Palo Cortado Horizontal,N.V.,43,67,Espana,Manzanilla,370,Jerez,40,30
Pujanza,Rioja Norte,2006,43,67,Espana,Rioja,750,Rioja Tinto,40,30
M. Antonio de la Riva,La Riva Fino Balbaina Alta,N.V.,43,67,Espana,Jerez-Xeres-Sherry,4745,Jerez,40,30
Espelt,Coma Bruna,2017,43,67,Espana,Emporda,228,Tinto,40,30
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,43,66,Espana,Rioja,1990,Rioja Tinto,40,30
Bodegas Arfe,Palo Cortado de la Cruz de 1767,N.V.,43,66,Espana,Jerez-Xeres-Sherry,599,Jerez,40,30
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,43,65,Espana,Rioja,12013,Rioja Tinto,40,30
Conreria d'Scala Dei,Voltons,2015,43,64,Espana,Priorato,470,Priorat Tinto,40,30
Scala Dei,Masdeu,2014,43,64,Espana,Priorato,849,Priorat Tinto,40,30
Real de Asua,Tinto,2016,43,64,Espana,Rioja,7895,Rioja Tinto,40,30
Bodegas Vilano,Crianza,2019,43,64,Espana,Ribera del Duero,999,Ribera del Duero Tinto,50,30
Vinyes dels Aspres,S'Alou,2018,43,64,Espana,Emporda,315,Tinto,40,30
Altos de Rioja,Altos R Pigeage,2016,43,63,Espana,Rioja,2995,Rioja Tinto,40,30
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,43,62,Espana,Priorato,3695,Garnacha Blanca White,30,30
Valserrano,Finca Monteviejo,2017,43,62,Espana,Rioja,320,Rioja Tinto,40,30
Marques de Tomares,Rioja Gran Reserva,2014,43,62,Espana,Rioja,2595,Tinto,40,30
Shaya,Habis,2018,43,62,Espana,Rueda,215,Verdejo,30,30
Finca Rio Negro,5o Ano,2014,43,62,Espana,La Mancha,233863295,Tinto,40,30
Allende,Gaminde,2016,43,62,Espana,Rioja,438,Rioja Tinto,40,30
Enric Soler,Nun Vinya dels Taus,2017,43,62,Espana,Penedes,12375,Spanish White,30,30
Martinet,Els Escurcons,2018,43,61,Espana,Priorato,755,Priorat Tinto,40,30
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,43,61,Espana,Jerez-Xeres-Sherry,299,Pedro Ximenez,50,10
Loxera,El Cordero y las Virgenes,2016,43,60,Espana,Valencia,240,Tinto,40,30
Mas d'en Gil,Clos Fonta Priorat,2001,43,60,Espana,Priorato,1500,Priorat Tinto,40,30
Jose Pariente,Finca Las Comas Verdejo,2016,43,60,Espana,Rueda,294,Verdejo,30,30
Alvaro Palacios,Finca Dofi,1997,43,60,Espana,Priorato,1700,Priorat Tinto,40,30
Artadi,La Poza de Ballesteros,2016,43,60,Espana,Vino de Espana,9326,Tempranillo,40,20
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,43,59,Espana,Ribera del Duero,7595,Ribera del Duero Tinto,50,30
Dominio Fournier,Reserva,2014,43,59,Espana,Ribera del Duero,2377,Ribera del Duero Tinto,50,30
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,N.V.,43,57,Espana,Cataluna,2711,Vermouth,20,20
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,43,57,Espana,Rioja,425,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,2002,43,57,Espana,Rioja,750,Rioja Tinto,40,30
Valderiz,Tomas Esteban,2010,43,57,Espana,Ribera del Duero,6899,Ribera del Duero Tinto,50,30
Tridente,Prieto Picudo,2018,43,57,Espana,Castilla y Leon,2195,Tinto,40,30
Neton,Garnacha Tintorera,2017,43,57,Espana,Castilla y Leon,13237545,Tinto,40,30
Finca Torremilanos,Penalba Lopez Blanco,2019,43,57,Espana,Castilla y Leon,1365,Spanish White,30,30
Enate,Cabernet,2012,43,57,Espana,Somontano,235,Tinto,40,30
Pradorey,El Cuentista,2018,43,57,Espana,Ribera del Duero,179,Spanish White,30,30
Vall Llach,Porrera Vi de Vila,2018,43,56,Espana,Priorato,4995,Priorat Tinto,40,30
Terroir Al Limit Soc. Lda,Les Manyes,2011,43,56,Espana,Priorato,34885,Priorat Tinto,40,30
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,43,56,Espana,Alicante,1195,Moscatel White,30,40
Valderiz,Juegabolos,2017,43,56,Espana,Ribera del Duero,286,Ribera del Duero Tinto,50,30
Abadal,3.9,2018,43,56,Espana,Pla de Bages,213,Tinto,40,30
Raul Perez,Sketch,2019,43,56,Espana,Rias Baixas,4495,Albarino,30,30
Portal del Priorat,Clos del Portal Somni,2008,43,55,Espana,Priorato,363,Priorat Tinto,40,30
Baigorri,De Garage Rioja,2017,43,55,Espana,Rioja,320,Rioja Tinto,40,30
Cartoixa de Montsalvat,Montsalvat,2007,43,54,Espana,Priorato,39712635,Priorat Tinto,40,30
Clos Galena,Galena,2018,43,54,Espana,Priorato,179,Priorat Tinto,40,30
Bodega Ribas,Sio Negre,2019,43,53,Espana,Mallorca,399,Tinto,40,30
Allende,Aurus,2001,43,53,Espana,Rioja,1400,Rioja Tinto,40,30
Enate,Chardonnay Uno,2012,43,53,Espana,Somontano,24995,Chardonnay,40,30
El Lagar de Isilla,Vendimia Seleccionada,2015,43,53,Espana,Ribera del Duero,2883,Ribera del Duero Tinto,50,30
Finca Villacreces,Nebro Ribera del Duero,2013,43,53,Espana,Ribera del Duero,19629,Ribera del Duero Tinto,50,30
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,43,53,Espana,Otazu,284,Chardonnay,40,30
Jose Pariente,Verdejo Fermentado en Barrica,2020,43,53,Espana,Rueda,145,Verdejo,30,30
La Rioja Alta,Rioja Gran Reserva 904,1970,43,53,Espana,Rioja,2600,Rioja Tinto,40,30
Toro Albala,Don PX Pedro Ximenez,1999,43,52,Espana,Montilla-Moriles,369,Pedro Ximenez,50,10
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,43,52,Espana,Costers del Segre,258,Spanish White,30,30
Anibal de Otero,Vina Centenaria Mencia,2014,43,52,Espana,Bierzo,380,Mencia,30,30
Familia Torres,Grans Muralles,2017,43,52,Espana,Conca de Barbera,13775,Tinto,40,30
Costers del Siurana,Clos de L'Obac,2009,43,51,Espana,Priorato,799,Priorat Tinto,40,30
Bodegas San Roman,Malvasia,2017,43,51,Espana,Castilla,415,Malvasia White,30,40
Finca Rio Negro,Cerro del Lobo Syrah,2018,43,51,Espana,Castilla,245,Syrah,40,30
Cervoles,Estrats,2012,43,51,Espana,Costers del Segre,6855,Tinto,40,30
Scala Dei,Masdeu,2016,43,51,Espana,Priorato,8135,Priorat Tinto,40,30
Vina Sastre,Regina Vides Ribera del Duero,2001,43,50,Espana,Ribera del Duero,1215,Ribera del Duero Tinto,50,30
Vizcarra,Celia,2014,43,50,Espana,Ribera del Duero,7998,Ribera del Duero Tinto,50,30
Marques de Caceres,Gaudium,1998,43,50,Espana,Rioja,600,Rioja Tinto,40,30
Barahonda,Summum Monastrell,2019,43,50,Espana,Yecla,1399,Monastrell,50,30
Mas Doix,Doix,2002,43,49,Espana,Priorato,19552,Priorat Tinto,40,30
Altos del Enebro,Finca La Herradura,2014,43,49,Espana,Ribera del Duero,680,Ribera del Duero Tinto,50,30
Pago de Larrainzar,Reserva Especial,2014,43,49,Espana,Navarra,169,Tinto,40,30
Albamar,Alma de Mar Albarino,2019,43,49,Espana,Rias Baixas,275,Albarino,30,30
Williams & Humbert,Canasta 20 Anos Cream,N.V.,43,49,Espana,Jerez-Xeres-Sherry,2925,Pedro Ximenez,50,10
Pujanza,Rioja Anadas Frias,2016,43,49,Espana,Rioja,750,Rioja Blanco,30,30
Finca Rio Negro,5o Ano,2016,43,49,Espana,La Mancha,239,Tinto,40,30
Oxer Wines,Suzzane Rioja,2019,43,48,Espana,Rioja,349,Rioja Tinto,40,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,43,48,Espana,Rioja,5320,Rioja Tinto,40,30
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,43,48,Espana,Ribera del Duero,950,Ribera del Duero Tinto,50,30
Can Bas,Monreal,2015,43,48,Espana,Penedes,441,Tinto,40,30
Atlantida,Blanco,2019,43,48,Espana,Cadiz,177,Spanish White,30,30
Atlan & Artisan,8 Vents Mallorca,2019,43,47,Espana,Mallorca,189,Tinto,40,30
Venus la Universal,Venus,2017,43,47,Espana,Montsant,3535,Montsant Tinto,40,30
La Rioja Alta,Gran Reserva 890,1981,43,47,Espana,Rioja,2700,Rioja Tinto,40,30
Olivardots,Vd'O 1 Samso - Pissarra,2012,43,46,Espana,Emporda,3495,Tinto,40,30
Terroir Al Limit Soc. Lda,Les Manyes,2012,43,46,Espana,Priorato,34885,Priorat Tinto,40,30
Lar de Paula,Tempranillo Reserva,2012,43,46,Espana,Rioja,149,Rioja Tinto,40,30
Venta Las Vacas,La Cuartilleja Reserva,2015,43,46,Espana,Ribera del Duero,397,Ribera del Duero Tinto,50,30
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,43,46,Espana,Cava,755,Cava,20,30
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,43,45,Espana,Rioja,1899,Rioja Tinto,40,30
Luis Canas,Rioja Gran Reserva,2016,43,45,Espana,Rioja,2101,Rioja Tinto,40,30
La Val,Albarino Sobre Lias,2015,43,45,Espana,Rias Baixas,239,Albarino,30,30
Tres Piedras,Nobbis,2019,43,45,Espana,Ribera del Duero,128,Tempranillo,40,20
Raul Perez,Rara Avis Prieto Picudo,2013,43,45,Espana,Castilla y Leon,3995,Tinto,40,30
Javi Revert,Sensal,2020,43,45,Espana,Valencia,2235,Tinto,40,30
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,43,45,Espana,Rueda,2725,Verdejo,30,30
Alta Alella,Blanc de Neu,2016,43,45,Espana,Alella,1699,Espumoso,20,30
Contino,Reserva,1995,43,45,Espana,Rioja,550,Rioja Tinto,40,30
Terras Gauda,La Mar,2019,43,45,Espana,Rias Baixas,215,Albarino,30,30
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,43,44,Espana,Bierzo,10692,Mencia,30,30
Lambuena,Vinas Viejas,2014,43,44,Espana,Ribera del Duero,37065126,Ribera del Duero Tinto,50,30
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,43,44,Espana,Ribera del Duero,385,Ribera del Duero Tinto,50,30
Bodegas Luis Perez,Fino La Barajuela,2016,43,44,Espana,Andalucia,6995,Sherry (Fino),30,30
Marco Abella,Clos Abella Seleccion Especial,2016,43,44,Espana,Priorato,435,Priorat Tinto,40,30
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,43,44,Espana,Rioja,365,Rioja Tinto,40,30
Familia Torres,Reserva Real,1998,43,43,Espana,Penedes,2135,Tinto,40,30
Attis,Attis Embaixador Albarino,2018,43,43,Espana,Rias Baixas,2189,Albarino,30,30
Miguel Merino,Vitola Reserva,2016,43,42,Espana,Rioja,219,Rioja Tinto,40,30
San Cobate,San Cucufate Monasterio,2017,43,42,Espana,Ribera del Duero,330,Ribera del Duero Tinto,50,30
Pazo Senorans,Tras Los Muros Albarino,2017,43,42,Espana,Rias Baixas,380,Albarino,30,30
Avancia,Godello,2020,43,42,Espana,Valdeorras,2477,Godello White,30,30
Carlos Moro,CM Tinto,2017,43,42,Espana,Rioja,1775,Tempranillo,40,20
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,43,41,Espana,Valdejalon,409,Spanish White,30,30
Vinicola Real,200 Monges Rioja Gran Reserva,2005,43,40,Espana,Rioja,525,Rioja Tinto,40,30
Terra Remota,Clos Adrien,2016,43,40,Espana,Emporda,4891,Tinto,40,30
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,43,40,Espana,Priorato,271,Priorat Red,40,30
Ramon Bilbao,Lalomba Finca Ladero,2016,43,40,Espana,Rioja,5825,Rioja Tinto,40,30
Santa Petronila,Oloroso En Rama,N.V.,43,40,Espana,Jerez-Xeres-Sherry,249,Jerez,40,30
Jimenez-Landi,El Reventon Cebreros,2016,43,40,Espana,Castilla y Leon,6795,Garnacha,50,30
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,N.V.,43,40,Espana,Jerez-Xeres-Sherry,749,Jerez,40,30
Chivite,Navarra Vendimia Tardia Coleccion 125,2018,43,39,Espana,Navarra,2595,Sweet White / Dessert Wine,30,40
Espectacle del Montsant,Tinto,2018,43,39,Espana,Montsant,1190,Montsant Tinto,40,30
Gallina de Piel,Manar dos Seixas,2019,43,38,Espana,Ribeiro,135,Galicia White,30,30
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,43,38,Espana,Rioja,5145,Rioja Blanco,30,30
Cartoixa de Montsalvat,Montsalvat,2005,43,38,Espana,Priorato,5627,Priorat Tinto,40,30
Arid,Eolic Sauvignon Blanc,2016,43,38,Espana,Penedes,1165,Sauvignon Blanc,30,30
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,43,38,Espana,Toro,329,Toro Tinto,50,30
Jimenez-Landi,Cantos del Diablo,2018,43,38,Espana,Mentrida,1970,Garnacha,50,30
Bodegas Reyes,Teofilo Reyes Crianza,2019,43,38,Espana,Ribera del Duero,1471,Ribera del Duero Tinto,50,30
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,43,38,Espana,Alicante,1645,Sweet Red / Dessert Wine,40,30
Hugas de Batlle,Falguera,2009,43,38,Espana,Emporda,5355,Tinto,40,30
Atlan & Artisan,Epistem No. 3,2016,43,38,Espana,Yecla,189,Tinto,40,30
Telmo Rodriguez,Molino Real,2015,43,38,Espana,Malaga,533,Sweet White / Dessert Wine,40,40
Bodegas Arrocal,Angel Ribera del Duero,2015,43,37,Espana,Ribera del Duero,319,Ribera del Duero Tinto,50,30
Buil & Gine,Pleret,2012,43,37,Espana,Priorato,555,Priorat Tinto,40,30
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,43,37,Espana,Ribeiro,4075,Tinto,40,30
Castell del Remei,Costers Del Segre 1780,2017,43,37,Espana,Costers del Segre,229,Tinto,40,30
Vizcarra,Ines,2010,43,37,Espana,Ribera del Duero,7687,Ribera del Duero Tinto,50,30
Vizcarra,Ines,2014,43,37,Espana,Ribera del Duero,7998,Ribera del Duero Tinto,50,30
Valdubon,Honoris,2005,43,37,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
Emilio Moro,La Revelia Godello,2019,43,37,Espana,Bierzo,2165,Godello White,30,30
Altanza,Club Rioja Reserva,2012,43,36,Espana,Rioja,2095,Rioja Tinto,40,30
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,43,36,Espana,Ribera del Duero,2438,Ribera del Duero Tinto,50,30
Artadi,La Morera de San Lazaro,2016,43,36,Espana,Vino de Espana,800,Tempranillo,40,20
Real de Asua,Tinto,2000,43,36,Espana,Rioja,604,Rioja Tinto,40,30
Artadi,Quintanilla,2016,43,35,Espana,Vino de Espana,659,Tempranillo,40,20
Taron,Reserva,2014,43,35,Espana,Rioja Alta,102,Rioja Tinto,40,30
Sebio,Salvaxe,2018,43,35,Espana,Ribeiro,2675,Spanish White,30,30
R. Lopez de Heredia,Vina Tondonia Reserva,2014,43,35,Espana,Rioja,4795,Rioja Tinto,40,30
Gramona,Vi De Glass Gewurztraminer,2017,43,35,Espana,Cataluna,1858,Sweet White / Dessert Wine,30,40
Goyo Garcia Viadero,Finca Los Quemados,2016,43,35,Espana,Ribera del Duero,277,Ribera del Duero Tinto,50,30
Bodegas Reyes,Teofilo Reyes Crianza,2018,43,35,Espana,Ribera del Duero,1194,Ribera del Duero Tinto,50,30
Marques de Caceres,Rioja Reserva,1985,43,35,Espana,Rioja,450,Rioja Tinto,40,30
Santiago Ruiz,Albarino (O Rosal),2021,43,35,Espana,Rias Baixas,1345,Albarino,30,30
Terroir Al Limit Soc. Lda,Les Manyes,2017,43,35,Espana,Priorato,1800,Priorat Tinto,40,30
Pujanza,Rioja,2005,43,34,Espana,Rioja,290,Rioja Tinto,40,30
Mauro Estevez,Vino de Autor Ribeiro Blanco,2020,43,34,Espana,Ribeiro,159,Ribeiro White,30,30
Finca Valpiedra,Rioja Reserva,1994,43,34,Espana,Rioja,650,Rioja Tinto,40,30
Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013,43,34,Espana,Penedes,216,Espumoso,20,30
Bodegas Gama,Octogenarius,2014,43,34,Espana,Rioja,465,Garnacha,50,30
Edetaria,Finca La Pedrissa,2015,43,34,Espana,Terra Alta,379,Tinto,40,30
Hacienda Zorita Natural Reserve,Magister,2017,43,35,Espana,Arribes,355,Tinto,40,30
Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018,43,34,Espana,Ribera del Duero,279,Ribera del Duero Tinto,50,30
Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011,43,33,Espana,Penedes,11047,Xarel-lo White,30,30
Can Xanet,Sibila,2017,43,33,Espana,Mallorca,3246,Tinto,40,30
Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,43,33,Espana,Emporda,1556,Tinto,40,30
A Coroa,200 Cestos Godello,2020,43,33,Espana,Valdeorras,237,Godello White,30,30
Sebio,Heaven & Hell,2017,43,32,Espana,Galicia,185,Spanish Red,40,30
Celler de Capcanes,Cabrida Montsant,2018,43,32,Espana,Montsant,3685,Montsant Tinto,40,30
Alonso & Pedrajo,Suane Blanco,2017,43,32,Espana,Rioja,239,Rioja Blanco,30,30
Bodegas Amaren,Garnacha,2014,43,32,Espana,Rioja,380,Garnacha,50,30
Jimenez-Landi,Cantos del Diablo,2017,43,33,Espana,Mentrida,10101,Garnacha,50,30
Bodegas Ochoa,Vendimia Tardia Moscatel,2020,43,32,Espana,Navarra,1375,Sweet White / Dessert Wine,30,40
Mandia Vell,Pinot Noir,2017,43,31,Espana,Mallorca,2938,Tinto,40,30
Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018,43,31,Espana,Rioja,449,Rioja Blanco,30,30
Valdecuevas,Cuvee Verdejo,2018,43,31,Espana,Rueda,120,Verdejo,30,30
Algueira,Anadelia,2015,43,31,Espana,Ribeira Sacra,385,Galicia Red,30,30
Sebio,Salvaxe,2017,43,31,Espana,Ribeiro,2835,Ribeiro White,30,30
Telmo Rodriguez,Tabuerniga,2018,43,31,Espana,Rioja,6522,Rioja Tinto,40,30
Mocen,Seleccion Especial Verdejo,2021,43,32,Espana,Rueda,626,Verdejo,30,30
Estones,Coster d'en Fornos,2017,43,31,Espana,Montsant,4055,Montsant Tinto,40,30
Bodega Tameran,Malvasia Volcanica,2020,43,31,Espana,Gran Canaria,319,Malvasia White,30,40
Inurrieta,Laderas de Inurrieta,2017,43,30,Espana,Navarra,261,Tinto,40,30
Telmo Rodriguez,El Velado Tinto,2017,43,30,Espana,Rioja,7395,Rioja Tinto,40,30
Trus,Pico de Luyas,2018,43,30,Espana,Ribera del Duero,489,Ribera del Duero Tinto,50,30
Flor de Chasna,Blanco Afrutado,2020,43,30,Espana,Abona,1199,Spanish White,20,30
Lagar de Sabariz,A Pita Cega,2015,43,30,Espana,Galicia,448,Galicia White,30,30
Mestres,Mas Via Gran Reserva Brut,2002,43,29,Espana,Cava,7617,Cava,20,30
Muga,Prado Enea Gran Reserva,1970,43,29,Espana,Rioja,1200,Rioja Tinto,40,30
Campillo,Finca Cuesta Clara Raro Reserva,2016,43,29,Espana,Rioja,395,Rioja Tinto,40,30
Naia,Naiades,2018,43,29,Espana,Rueda,1903,Verdejo,30,30
AGE,Fuenmayor Gran Reserva,1959,43,29,Espana,Rioja,2300,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,1996,43,29,Espana,Rioja,1100,Rioja Tinto,40,30
Marques de Riscal,Rioja Reserva,1964,43,29,Espana,Rioja,3100,Rioja Tinto,40,30
Navajas,Mirador de Navajas Reserva Rioja,2011,43,29,Espana,Rioja,"2,8755E+14",Rioja Tinto,40,30
Altanza,Coleccion Roberto Amillo Amontillado,N.V.,43,29,Espana,Jerez Amontillado,399,Jerez,40,30
Alvaro Domecq,1730 Amontillado,N.V.,43,29,Espana,Jerez Amontillado,3465,Jerez,40,30
Allende,Aurus,2011,43,29,Espana,Rioja,21192,Rioja Tinto,40,30
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,43,28,Espana,Rioja,439,Rioja Tinto,40,30
Vinyes del Terrer,Nus del Terrer,2016,43,28,Espana,Tarragona,259,Tinto,40,30
Cepas Familiares,Nivel,2018,43,28,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
Bodegas Faustino,I Gran Reserva,1968,43,28,Espana,Rioja,1600,Rioja Tinto,40,30
Dominio de Loalva,Seleccion Especial,2016,43,28,Espana,Ribera del Duero,320,Ribera del Duero Tinto,50,30
El Regajal,Galia Clos Santuy,2017,43,28,Espana,Castilla y Leon,749,Tinto,40,30
Ysios,Seleccion,2016,43,28,Espana,Rioja,300,Rioja Tinto,40,30
Antidoto,Le Rose,2018,43,28,Espana,Ribera del Duero,490,Spanish Rosé,30,30
Zifar,Pago de las Sabinas,2016,43,28,Espana,Ribera del Duero,3955,Ribera del Duero Tinto,50,30
Romate,Old & Plus Oloroso,N.V.,43,28,Espana,Jerez Oloroso,450,Jerez,40,30
Altanza,Coleccion Roberto Amillo Palo Cortado,N.V.,43,27,Espana,Jerez-Xeres-Sherry,477,Jerez,40,30
Volver,Alicante Bouschet by Tarima,2018,43,27,Espana,Alicante,149,Tinto,40,30
Marques de Riscal,Rioja Gran Reserva,2016,43,27,Espana,Rioja,4645,Rioja Tinto,40,30
Rodriguez de Vera,Tinto,2017,43,27,Espana,Almansa,1545,Tinto,40,30
Bordalas Garcia,Gueta-Lupia,2011,43,27,Espana,Priorato,3175,Priorat Tinto,40,30
Sierra Cantabria,Amancio,2002,43,27,Espana,Rioja,1100,Rioja Tinto,40,30
Bodega Tameran,Marmajuelo,2020,43,27,Espana,Gran Canaria,2975,Spanish White,30,40
Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,43,27,Espana,Cava,185,Cava,20,30
Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,43,26,Espana,Ribera del Duero,198563175,Ribera del Duero Tinto,50,30
Habla,No. 23,2017,43,26,Espana,Extremadura,231,Tinto,40,30
Jimenez-Landi,Las Iruelas El Tiemblo,2018,43,26,Espana,Castilla y Leon,9707,Garnacha,50,30
Loess,Tinto,2019,43,26,Espana,Ribera del Duero,857,Ribera del Duero Tinto,50,30
Jimenez-Landi,Cantos del Diablo,2016,43,26,Espana,Mentrida,6795,Garnacha,50,30
Javier Sanz Viticultor,V Dulce de Invierno,2018,43,26,Espana,Castilla y Leon,1774,Sweet White / Dessert Wine,30,40
Dominio de Anza,Diego Magana,2020,43,26,Espana,Rioja,379,Rioja Tinto,40,30
Bodegas Amaren,Graciano,2012,43,26,Espana,Rioja,680,Rioja Tinto,40,30
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,43,26,Espana,Rioja,3989,Rioja Tinto,40,30
Hacienda Solano,Pena Lobera,2018,43,25,Espana,Ribera del Duero,689,Ribera del Duero Tinto,50,30
Altos de Rioja,Altos R Pigeage Graciano,2016,43,25,Espana,Rioja,350,Rioja Tinto,40,30
Samsara,Ronda,2015,43,25,Espana,Sierras de Malaga,325,Tinto,40,30
Ordonez,Nisia Las Suertes Verdejo Old Vines,2020,43,25,Espana,Rueda,169,Verdejo,30,30
Josep Grau Viticultor,Territori,2019,43,25,Espana,Montsant,236,Tinto,40,30
Cuentavinas,Alomado,2018,43,25,Espana,Rioja,4695,Rioja Tinto,40,30
Bodegas Gama,Octogenarius,2015,43,25,Espana,Rioja,369,Garnacha,50,30
Miguel Merino,Gran Reserva,2000,43,25,Espana,Rioja,4881,Rioja Tinto,40,30
Los Aguilares,Pinot Noir,2020,43,25,Espana,Sierras de Malaga,335,Tinto,40,30
Nin-Ortiz,Selma de Nin Blanco,2017,43,25,Espana,Cataluna,5695,Spanish White,30,30
Zifar,Senda de Los Olivos Roble,2020,43,25,Espana,Ribera del Duero,89,Ribera del Duero Tinto,50,30
Felix Solis,Mucho Mas Tinto,N.V.,42,32624,Espana,Vino de Espana,499,Tinto,40,30
Marques de Riscal,Rioja Reserva,2016,42,16505,Espana,Rioja,159,Rioja Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva,2007,42,9098,Espana,Rioja,237,Rioja Tinto,40,30
Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,42,8318,Espana,Rioja,230,Rioja Tinto,40,30
Emilio Moro,Ribera del Duero,2018,42,7825,Espana,Ribera del Duero,195,Ribera del Duero Tinto,50,30
Emilio Moro,Ribera del Duero,2017,42,7294,Espana,Ribera del Duero,212,Ribera del Duero Tinto,50,30
Tinto Pesquera,Reserva,2012,42,6567,Espana,Ribera del Duero,270,Ribera del Duero Tinto,50,30
La Rioja Alta,Vina Ardanza Reserva,2008,42,6532,Espana,Rioja,330,Rioja Tinto,40,30
El Coto,Coto de Imaz Rioja Gran Reserva,2012,42,6256,Espana,Rioja,1614,Rioja Tinto,40,30
Dominio de Pingus,PSI,2016,42,6163,Espana,Ribera del Duero,3795,Ribera del Duero Tinto,50,30
La Rioja Alta,Vina Alberdi Reserva,2015,42,5802,Espana,Rioja,1702,Rioja Tinto,40,30
Abadia Retuerta,Seleccion Especial,2014,42,5178,Espana,Sardon de Duero,4985,Tinto,40,30
